Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
SANATHAN,0.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2023, Mar 2024",0.13,Not ascending,No,No harsh condition recovery
SHREECEM,402.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.97,Not ascending,No,No harsh condition recovery
THERMAX,56.1,"Dec 2024, Mar 2025",11.61,"Mar 2024, Mar 2025",23.01,11.43,No,No harsh condition recovery
RITES,75.38,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.77,Not ascending,No,No harsh condition recovery
AXISBANK,10.77,"Dec 2024, Mar 2025",6.41,"Mar 2024, Mar 2025",0.9,12.96,Yes,None
REPCOHOME,7.08,"Dec 2024, Mar 2025",10.82,"Mar 2024, Mar 2025",Not ascending,10.27,No,No harsh condition recovery
DELHIVERY,-24.32,"Dec 2024, Mar 2025",-59.3,"Mar 2024, Mar 2025",Not ascending,9.7,No,Did not meet improvement criteria
MAZDOCK,57.4,"Sep 2024, Dec 2024",90.31,"Mar 2024, TTM",14.04,20.01,Yes,None
SUNPHARMA,Not ascending,"Dec 2024, Mar 2025",10.67,"Mar 2024, Mar 2025",Not ascending,8.41,No,No harsh condition recovery
DODLA,Not ascending,"Dec 2024, Mar 2025",46.81,"Mar 2024, Mar 2025",1.0,19.04,No,No harsh condition recovery
ROLEXRINGS,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
MTARTECH,7.69,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.17,16.35,No,No harsh condition recovery
MOLDTKPAC,Not ascending,"Dec 2021, Mar 2022",31.91,"Mar 2021, Mar 2022",11.25,31.73,No,No harsh condition recovery
VEDL,0.07,"Dec 2024, Mar 2025",551.78,"Mar 2024, Mar 2025",3.43,6.43,Yes,None
GESHIP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.29,No,No harsh condition recovery
SULA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.94,No,No harsh condition recovery
RTNINDIA,-29.75,"Sep 2024, Dec 2024",-421.3,"Mar 2024, TTM",6.66,33.87,Yes,None
POCL,41.67,"Dec 2024, Mar 2025",100.0,"Mar 2024, Mar 2025",2.95,33.48,No,No harsh condition recovery
ASHOKA,Not ascending,"Dec 2024, Mar 2025",648.33,"Mar 2024, Mar 2025",12.81,2.44,No,No harsh condition recovery
DBCORP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
XPROINDIA,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,9.07,No,No harsh condition recovery
TCIEXP,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
ACCELYA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Jun 2024, TTM",3.01,2.74,No,No harsh condition recovery
GSPL,1.67,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,0.43,No,No harsh condition recovery
EPL,29.63,"Dec 2024, Mar 2025",54.81,"Mar 2024, Mar 2025",8.97,7.58,No,No harsh condition recovery
TI,38.0,"Dec 2024, Mar 2025",66.93,"Mar 2024, Mar 2025",19.41,2.87,Yes,None
NELCO,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
MPSLTD,Not ascending,"Dec 2024, Mar 2025",22.43,"Mar 2024, Mar 2025",Not ascending,33.39,No,No harsh condition recovery
PRINCEPIPE,-181.82,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",24.57,Not ascending,No,No harsh condition recovery
RAMKY,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.49,Not ascending,No,No harsh condition recovery
WELCORP,17.09,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",9.45,Not ascending,No,No harsh condition recovery
ICICIBANK,3.66,"Dec 2024, Mar 2025",18.42,"Mar 2024, Mar 2025",2.87,16.81,No,No harsh condition recovery
SYRMA,72.73,"Dec 2024, Mar 2025",101.47,"Mar 2024, Mar 2025",7.13,20.07,No,No harsh condition recovery
PVRINOX,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
ITI,Not ascending,"Sep 2024, Dec 2024",-18.46,"Mar 2024, TTM",1.87,150.95,No,No harsh condition recovery
GRSE,400.0,"Dec 2024, Mar 2025",236.84,"Mar 2024, Mar 2025",29.19,41.27,Yes,None
IMFA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
TDPOWERSYS,2.44,"Dec 2024, Mar 2025",48.04,"Mar 2024, Mar 2025",Not ascending,27.77,No,No harsh condition recovery
TIL,Not ascending,"Sep 2024, Dec 2024",-117.65,"Mar 2024, TTM",17.0,265.67,No,No harsh condition recovery
CSBBANK,25.0,"Dec 2024, Mar 2025",4.76,"Mar 2024, Mar 2025",6.75,22.85,No,No harsh condition recovery
IOC,3145.97,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.65,Not ascending,No,No harsh condition recovery
NUVOCO,-365.57,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",26.28,Not ascending,No,No harsh condition recovery
ARE&M,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",0.65,8.42,No,No harsh condition recovery
PIXTRANS,11.76,"Dec 2024, Mar 2025",48.44,"Mar 2024, Mar 2025",15.71,19.47,No,No harsh condition recovery
LXCHEM,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,4.26,No,No harsh condition recovery
JIOFIN,8.89,"Dec 2024, Mar 2025",0.68,"Mar 2024, Mar 2025",12.56,10.13,No,No harsh condition recovery
MAHLOG,-44.78,"Dec 2024, Mar 2025",-36.99,"Mar 2024, Mar 2025",Not ascending,10.88,No,No harsh condition recovery
ALKEM,Not ascending,"Sep 2024, Dec 2024",9.17,"Mar 2024, TTM",Not ascending,0.7,No,No harsh condition recovery
PNBHOUSING,13.87,"Dec 2024, Mar 2025",28.38,"Mar 2024, Mar 2025",4.12,8.72,No,No harsh condition recovery
EQUITASBNK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.99,15.06,No,No harsh condition recovery
RRKABEL,110.91,"Dec 2024, Mar 2025",10.68,"Mar 2024, Mar 2025",24.47,15.51,No,No harsh condition recovery
PARAGMILK,Not ascending,"Dec 2024, Mar 2025",19.7,"Mar 2024, Mar 2025",3.73,9.33,No,No harsh condition recovery
PRECWIRE,46.6,"Dec 2015, Mar 2016",Need 2 years,N/A,10.52,Need 2 years,No,No harsh condition recovery
GRAVITA,20.41,"Dec 2024, Mar 2025",21.08,"Mar 2024, Mar 2025",4.12,22.4,Yes,None
PAGEIND,Not ascending,"Dec 2024, Mar 2025",21.49,"Mar 2024, Mar 2025",Not ascending,7.7,No,No harsh condition recovery
